x1,x2,x3,x4,x5,x6,label
0.8350116249798429,0.1440794203962188,1.6756243200757648,-0.01841220664701793,-0.26405959134102863,-0.45563257878927055,1.0
-0.9171210266603678,0.4973765366366878,0.9899938117449698,-0.0003044023898264363,-0.06726916226426494,0.7269729215165808,1.0
-0.9178812497271167,0.9945207670504252,2.0832727481165643,-0.11635760055150939,-0.4882005364665478,-0.6207838449961955,1.0
0.9755293395903768,0.559203753527524,1.4762572254421034,0.11225875677303843,0.48239938198908616,-0.9910741093659352,1.0
0.16720926619539833,0.1394265537334609,1.6835678920999821,0.9921066363162042,0.9973619254545991,0.20133395154099598,1.0
-0.701720559571392,-0.21172617571674168,0.4671989645649558,0.23723632968098166,0.6190519065332403,0.5779703885969816,1.0
0.5953087898486822,-0.18657202175646503,2.6920862166679154,-0.11537042450601023,-0.4868159850016389,-0.6226930812962241,1.0
-0.6748711019091902,-0.00974323187490822,0.4262382796400034,-0.005716016324439803,-0.1787987535138389,-0.2518356162813824,1.0
-0.6341986034499496,-0.20046628465407945,0.41801008932673983,-0.010602556706134143,-0.21968658336867142,0.07684429465531029,1.0
-0.6027734015287742,-0.1415605455811484,0.39522951607210255,-0.7883686894342284,-0.9237968050135401,0.4073488852788585,1.0
-0.6481748601715549,-0.6430258247170599,0.6187136195831474,0.012599689470740656,0.23269476551224066,-0.6634544662300068,1.0
0.9526402509091194,0.3547079930080723,1.3152864377464555,0.8317726155020798,0.9404481850607664,0.0037316284545796385,1.0
0.9437891377650072,0.7423600116295155,2.0683964089451643,-0.0013347305439358143,-0.11010267393977746,0.06712066288176533,1.0
-0.6982452707064604,0.3158697241021555,0.49043071983847625,-0.0012011589214713215,-0.10630005529562747,0.5880336431657969,1.0
-0.3906005969380537,-0.3584626582446917,0.44351539843550986,0.48160514339463695,0.7838453243916437,-0.8897394000925436,1.0
0.786616778247377,-0.38464978205472145,2.1580953602668314,-0.5971802182742498,-0.842109314477705,0.39118933598502736,1.0
-0.7634097304800118,-0.09821500505126957,0.5132187593346427,-0.4840369109491525,-0.785162399467225,-0.5637521423100531,1.0
0.5105409326188717,0.01501209354137778,2.717404239575485,0.15178311528278932,0.5334263775443331,0.3027105179235796,1.0
